Time(s),Displacement(inch),Velocity(inch/s),Acceleration(inch/s^2)
15.0,-0.0013361819536778566,0.011306252273118307,0.0326795103836558
15.02,-0.0011053342582102049,0.011687854670074571,0.0054807293119701565
15.04,-0.0008710777807954084,0.011707954978950632,-0.0034706984243644138
15.06,-0.0006366535910054017,0.01178242549484342,0.01091775001364225
15.08,-0.00039778418409648744,0.012156382546513867,0.02647795515340222
15.1,-0.0001483578014083762,0.01283641275865493,0.04152506606070363
15.12,0.00011737284449439091,0.013771520707498163,0.05198572882361982
15.14,0.00040238502110146216,0.014688927787828161,0.03975497920937921
15.16,0.0007019961397027665,0.015166262422445544,0.007978484252358807
15.18,0.001003749974777933,0.0148507655738603,-0.03952816911088336
15.2,0.0012909855150022868,0.01377908157704129,-0.06764023057101891
15.22,0.001552355760214244,0.012323775933421214,-0.07789033379098903
15.24,0.0017837093563077865,0.010834390885098836,-0.071048171041249
15.26,0.0019870902250525564,0.009548830251930315,-0.05750789227560387
15.28,0.0021659768217176956,0.008310407918666255,-0.06633434105080221
15.3,0.0023174217015958817,0.006759259554903475,-0.08878049532547608
15.32,0.002433216891406174,0.004738564314991662,-0.1132890286657056
15.34,0.002504531447456456,0.0023529450642159793,-0.12527289641186273
15.36,0.0025262473618774244,-0.00019577400116805557,-0.12959901012654076
15.38,0.002496507297792495,-0.002773471509137936,-0.1281707406704472
15.4,0.002415992608606464,-0.00524855295292429,-0.11933740370818798
15.42,0.0022878548358017357,-0.007530185977778668,-0.10882589877724941
15.44,0.002116738054478569,-0.009518886255145175,-0.09004412895940146
15.46,0.0019097532730900887,-0.011109503408387686,-0.06901758636484905
15.48,0.0016740460084793917,-0.012446907011180692,-0.0647227739144515
15.5,0.0014118564553620555,-0.013787391206094523,-0.0693256455769311
15.52,0.0011223582087299005,-0.015156698126864912,-0.06760504650010636
15.54,0.0008069728183921707,-0.016318361831928592,-0.04856132400626112
15.56,0.0004735932432309279,-0.01688459937026663,-0.008062429827542458
15.58,0.00013723534570093292,-0.016603861590690563,0.0361362077851494
15.6,-0.0001850121355785314,-0.015490761088390004,0.07517384244490671
15.62,-0.0004781549223013426,-0.01374163425609074,0.09973884078502024
15.64,-0.0007331220464426334,-0.011759188516862338,0.09850573313782064
15.66,-0.0009495468170447777,-0.009930395887975152,0.08437352975089822
15.68,-0.0011321109541662982,-0.008367564089786757,0.0719096500679417
15.7,-0.0012860376804312938,-0.007072977260855246,0.057549032825209775
15.72,-0.0014168377115333587,-0.006049540471851332,0.044794646075181986
15.74,-0.0015294288031312375,-0.005237529256730995,0.03640647543685231
15.76,-0.0016262479212862102,-0.004411873964152464,0.046159053821000835
15.78,-0.0017033607169127485,-0.003204761953885842,0.0745521472056615
15.8,-0.0017518567507284815,-0.0016104026366448785,0.08488378451843505
